id,language,headline,source,date ,frame
643,Arabic,استطلاع إسرائيلي: 48% يعتقدون عدم واقعية النصر المطلق بغزة,Al-Jazeera Arabic,23/08/2024,Public opinion
644,Arabic,الصحة العالمية: إسرائيل وافقت على هدن مؤقتة خلال حملة تطعيمات بغزة,Al-Jazeera Arabic,29/08/2024,Health and safety
645,Arabic,حماس: مصرون على انسحاب إسرائيل من غزة ولا تعنينا تصريحات نتنياهو,Al-Jazeera Arabic,02/09/2024,Political
646,Arabic,33 شهيدا في القطاع وضغوط إسرائيلية لإسقاط دعوى جنوب أفريقيا,Al-Jazeera Arabic,09/09/2024,"Law and order, crime and justice"
647,Arabic,مجزرة جديدة في قصف مدرسة تؤوي نازحين والأونروا تنعى 6 من موظفيها,Al-Jazeera Arabic,12/09/2024,Health and safety
648,Arabic,35 شهيدا بغزة وإسرائيل تستعين بقوات بحرية للقتال برا,Al-Jazeera Arabic,16/09/2024,Security and defense
649,Arabic,مصابون في قصف إسرائيلي على دير البلح بغزة,Al-Jazeera Arabic,23/09/2024,Health and safety
650,Arabic,15 شهيدا بالقصف الإسرائيلي على مخيم البريج,Al-Jazeera Arabic,07/10/2024,Health and safety
651,Arabic,الاحتلال يزرع براميل متفجرة في أحياء غرب مخيم جباليا,Al-Jazeera Arabic,14/10/2024,Security and defense
652,Arabic,الاحتلال يطلق النار على المنازل شمالي غزة,Al-Jazeera Arabic,21/10/2024,Security and defense
653,Arabic,الجيش الإسرائيلي: مقتل قائد سرية في معارك شمال غزة,Al-Jazeera Arabic,28/10/2024,Security and defense
654,Arabic,إعلام إسرائيلي: وثائق مزورة وأخبار مضلله لإفشال صفقة التبادل,Al-Jazeera Arabic,02/11/2024,Political
655,Arabic,مفوض الأونروا: إسرائيل استخدمت الجوع سلاحا ومن المحتمل حدوث مجاعة بشمال غزة,Al-Jazeera Arabic,09/11/2024,Health and safety
656,Arabic,استشهاد 43 فلسطينيا بالقطاع في قصف الاحتلال منذ فجر اليوم,Al-Jazeera Arabic,16/11/2024,Health and safety
657,Arabic,غارتان إسرائيليتان على شمالي مدينة رفح,Al-Jazeera Arabic,23/11/2024,Security and defense
658,Arabic,مسؤول إسرائيلي كبير لعائلات الأسرى: هناك تقدم في الصفقة,Al-Jazeera Arabic,05/12/2024,Political
659,Arabic,71 شهيدا في غزة منذ الفجر,Al-Jazeera Arabic,12/12/2024,Health and safety
660,Arabic,4 شهداء وجرحى بغارة للاحتلال جنوب مدينة غزة,Al-Jazeera Arabic,19/12/2024,Health and safety
661,Arabic,نتنياهو: لا يمكن التوصل لصفقة دون الحصول على أسماء المختطفين الأحياء,Al-Jazeera Arabic,26/12/2024,Political
662,Arabic,المقاومة تطلق صواريخ من القطاع وتبث فيديو لأسيرة إسرائيلية,Al-Jazeera Arabic,04/01/2025,Security and defense
663,Arabic,صحافة عالمية: تقديرات بتحول حرب غزة إلى نزاع مفتوح وسط تعثر المفاوضات,Al-Jazeera Arabic,11/01/2025,Policy prescription and evaluation
664,Arabic,نتنياهو يعلن زيادة القوات بمحور فيلادلفيا ويهدد بالعودة للقتال بقوة,Al-Jazeera Arabic,18/01/2025,Security and defense
665,Arabic,مسيّرة تلقي الورود والحلوى.. رسالة من المقاومة إلى حاضنتها في غزة,Al-Jazeera Arabic,25/01/2025,Political
666,Arabic,الاتحاد الأوروربي يعمل على إجلاء 500 جريح من غزة,Al-Jazeera Arabic,01/02/2025,External regulation and reputation
667,Arabic,نتنياهو مصدوم من مشاهد الأسرى بغزة وحماس: حافظنا عليهم رغم محاولاتك لتصفيتهم,Al-Jazeera Arabic,08/02/2025,Political
668,Arabic,إسبانيا: لن نسمح بتنفيذ مقترح ترامب لتهجير الفلسطينيين,Al-Jazeera Arabic,15/02/2025,External regulation and reputation
669,Arabic,عائلات الأسرى الإسرائيليين تدعو للقبول بعرض حماس وتناشد ترامب,Al-Jazeera Arabic,22/02/2025,Public opinion
670,Arabic,منظمات أممية تحذر من توقف إدخال المساعدات إلى غزة,Al-Jazeera Arabic,05/03/2025,Capacity and resources
671,Arabic,حماس تنتظر جديدا من مفاوضات الدوحة وعائلات إسرائيلية تطلب إنهاء الحرب,Al-Jazeera Arabic,12/03/2025,Political
672,Arabic,مجازر مستمرة والاحتلال يبدأ عملية برية وسط القطاع,Al-Jazeera Arabic,19/03/2025,Security and defense
673,Arabic,المنظومة الصحية تنهار ونتنياهو يهدد بالاستيلاء على أراض بالقطاع,Al-Jazeera Arabic,26/03/2025,Health and safety
674,Arabic, توقف المخابز بالقطاع ومئات المستوطنين يهاجمون قرية بالضفة,Al-Jazeera Arabic,01/04/2025,Capacity and resources
675,Arabic,الأمم المتحدة: الوضع في غزة وصل لمرحلة حرجة,Al-Jazeera Arabic,08/04/2025,Quality of life
676,Arabic,استشهاد طفلة بقصف على خان يونس,Al-Jazeera Arabic,15/04/2025,Health and safety
677,Arabic,32 شهيدا بغارات للاحتلال على القطاع منذ فجر اليوم,Al-Jazeera Arabic,22/04/2025,Health and safety
678,Arabic,39 شهيدا في غارات للاحتلال على القطاع منذ الفجر,Al-Jazeera Arabic,03/05/2025,Health and safety
679,Arabic, الاحتلال يتعرض لكمين بالشجاعية ودعوات لوقف سياسة التجويع,Al-Jazeera Arabic,10/05/2025,Security and defense
680,Arabic,منظمة أممية: كثيرون في غزة لا يحصلون على وجبة باليوم,Al-Jazeera Arabic,17/05/2025,Quality of life
681,Arabic,هآرتس: 10 مستشفيات بغزة تعرضت لهجمات الأسبوع الماضي,Al-Jazeera Arabic,24/05/2025,Health and safety
682,Arabic,قصف مدفعي إسرائيلي متواصل على مدينة خان يونس,Al-Jazeera Arabic,08/06/2025,Security and defense
683,Arabic,65 شهيدا خلال 24 ساعة وتواصل مجازر المساعدات,Al-Jazeera Arabic,15/06/2025,Health and safety
684,Arabic,شهداء بقصف متجدد ونتنياهو يعلن استعادة جثامين 3 أسرى,Al-Jazeera Arabic,22/06/2025,Security and defense
685,Arabic,خسائر للاحتلال بعمليات للمقاومة ومجزرتان في حي التفاح,Al-Jazeera Arabic,28/06/2025,Security and defense
686,Arabic,غزة تحت النار لليوم الـ640 ومجازر مستمرة وكارثة إنسانية في ظل صمت دولي,Al-Jazeera Arabic,07/07/2025,Quality of life
687,Arabic,نحو 100 شهيد منذ الفجر وسوء التغذية يفتك بحياة الأطفال,Al-Jazeera Arabic,13/07/2025,Health and safety
688,Arabic,"115 شهيدا والأمم المتحدة تتحدث عن ""تجويع كارثي"" بالقطاع",Al-Jazeera Arabic,20/07/2025,Quality of life
689,Arabic,"عمليات للمقاومة بغزة والاحتلال يتحدث عن نجاة جنوده من ""كارثة""",Al-Jazeera Arabic,29/07/2025,Security and defense
690,Arabic, عشرات الشهداء من منتظري المساعدات وآلاف الإسرائيليين يتظاهرون للضغط على نتنياهو,Al-Jazeera Arabic,02/08/2025,Public opinion
691,Arabic,جيش الاحتلال يمحو عائلة فلسطينية أخرى من السجل المدني,Al-Jazeera Arabic,09/08/2025,Health and safety
692,Arabic,غارات عنيفة على مدينة غزة وارتفاع عدد ضحايا التجويع,Al-Jazeera Arabic,16/08/2025,Health and safety
693,Arabic, شهداء التجويع رغم دعوات إنهاء المجاعة وإسرائيل تخطط لتطويق غزة شهرين,Al-Jazeera Arabic,23/08/2025,Capacity and resources
694,Arabic,قصف مكثف وارتفاع عدد ضحايا التجويع,Al-Jazeera Arabic,01/09/2025,Health and safety
695,Arabic,عشرات الشهداء والمفقودين بغزة ووزارة الصحة ترفض مغادرة منشآتها,Al-Jazeera Arabic,09/09/2025,Health and safety
696,Arabic,عمليات للمقاومة بغزة وإسرائيل تخشى أسر جنودها,Al-Jazeera Arabic,18/09/2025,Security and defense
697,Arabic,ترامب يلتقي بقادة عرب ومسلمين وتحقيق أممي يؤكد ارتكاب إسرائيل إبادة جماعية,Al-Jazeera Arabic,23/09/2025,"Law and order, crime and justice"
698,Arabic,شهداء بقصف عنيف والاحتلال يعترض صاروخين في غلاف غزة,Al-Jazeera Arabic,01/10/2025,Security and defense
699,Arabic,غزيون يبتهجون بعد رد حماس على خطة وقف الحرب,Al-Jazeera Arabic,04/10/2025,Public opinion
700,Arabic,الاحتلال يرتكب أكبر جريمة إبادة إعلامية في التاريخ,Al-Jazeera Arabic,07/10/2025,"Law and order, crime and justice"
701,Arabic,الجيش الإسرائيلي: حماس أطلقت نحو 3500 صاروخ واقتحمت أكثر من 20 بلدة بالجنوب,Al-Arabiya Arabic,07/10/2023,Security and defense
702,Arabic,فصائل غزة تتوعد: من المستحيل إيقاف الحرب قريباً,Al-Arabiya Arabic,08/10/2023,Political
703,Arabic,غزة تحت الحصار والدمار,Al-Arabiya Arabic,15/10/2023,Health and safety
704,Arabic,"لهذا أخرت إسرائيل اجتياح غزة.. وشرط ""مستحيل"" يلغيه!",Al-Arabiya Arabic,23/10/2023,Security and defense
705,Arabic,البحرين تعلن وقف العلاقات الاقتصادية مع إسرائيل,Al-Arabiya Arabic,02/11/2023,Political
706,Arabic,في يومين.. 100 ألف فلسطيني نزحوا من شمال غزة إلى جنوبها,Al-Arabiya Arabic,10/11/2023,Quality of life
707,Arabic,تفتت بالعظام وبتر وانفجار بالطحال.. حالة طفل من غزة تدخل السيسي لعلاجه,Al-Arabiya Arabic,17/11/2023,Health and safety
708,Arabic,صحة غزة: الوضع مأساوي والمساعدات لا تكفي,Al-Arabiya Arabic,25/11/2023,Health and safety
709,Arabic,فرنسا تجمد أصول زعيم حركة حماس في قطاع غزة يحيى السنوار,Al-Arabiya Arabic,05/12/2023,Economic 
710,Arabic,"""جحيم على الأرض"".. إسرائيل تواصل قصف جنوب قطاع غزة",Al-Arabiya Arabic,13/12/2023,Quality of life
711,Arabic,73 يوماً من الحرب.. معاناة النازحين في غزة تتفاقم,Al-Arabiya Arabic,17/12/2023,Quality of life
712,Arabic,أطفال غزة بلا ملابس ولا أحذية كافية لحمايتهم من برد فصل الشتاء,Al-Arabiya Arabic,25/12/2023,Quality of life
713,Arabic,مسؤول: الحرب دمرت 65% من البنية التحتية لقطاع الاتصالات في غزة,Al-Arabiya Arabic,02/01/2024,Capacity and resources
714,Arabic,تقرير: نتنياهو يواجه صعوبات داخلية تدفعه لإطالة أمد الحرب,Al-Arabiya Arabic,08/01/2024,Political
715,Arabic,نوعان من الأنفاق بغزة.. وشبكة مترامية تفاجئ الإسرائيليين,Al-Arabiya Arabic,17/01/2024,Security and defense
716,Arabic,"الأردن.. تغيير اسم مطعم ""7 أكتوبر"" بعد أن أغضب إسرائيل",Al-Arabiya Arabic,26/01/2024,Public opinion
717,Arabic,خطة إسرائيل للمنطقة العازلة بدأت.. صور الأقمار تكشف,Al-Arabiya Arabic,02/02/2024,Security and defense
718,Arabic,تقارير: مصر حذرت إسرائيل بتعليق اتفاقية السلام حال تهجير الفلسطينيين,Al-Arabiya Arabic,10/02/2024,Political
719,Arabic,مساحة غزة تتقلص على النازحين.. وفيتو أميركي يحبط مشروع قرار لوقف النار في غزة,Al-Arabiya Arabic,21/02/2024,Political
720,Arabic,الأمم المتحدة: ربع سكان غزة على بعد خطوة واحدة من المجاعة,Al-Arabiya Arabic,27/02/2024,Health and safety
721,Arabic,أعين مكشوفة فقط وبنادق.. صور ملثمين في رفح تشغل التواصل,Al-Arabiya Arabic,01/03/2024,Public opinion
722,Arabic,"الصين: حرب غزة ""عار على الحضارة"".. وندعم عضوية كاملة لدولة فلسطينية بالأمم المتحدة",Al-Arabiya Arabic,07/03/2024,Morality
723,Arabic,بمقترح رسمي.. إسرائيل ترد على مطالب حماس,Al-Arabiya Arabic,19/03/2024,Political
724,Arabic,إسرائيل تستخدم التجويع سلاح حرب في غزة.. تحذير أممي,Al-Arabiya Arabic,28/03/2024,"Law and order, crime and justice"
725,Arabic,واشنطن: نراجع تقارير استخدام إسرائيل للذكاء الاصطناعي في قصف أهدافها بغزة,Al-Arabiya Arabic,05/04/2024,"Law and order, crime and justice"
726,Arabic,مشاهد مرعبة من خان يونس.. دمار هائل وقنابل غير منفجرة,Al-Arabiya Arabic,12/04/2024,Health and safety
727,Arabic,ما صحة انتقال حماس من قطر.. مصادر الحركة تعلق وتكشف,Al-Arabiya Arabic,21/04/2024,Political
728,Arabic,الأمم المتحدة: دمار غزة لم يُشهد منذ الحرب العالمية الثانية,Al-Arabiya Arabic,03/05/2024,Health and safety
729,Arabic,من يسيطر على معبر رفح؟ ولماذا يعتبر شديد الأهمية؟,Al-Arabiya Arabic,07/05/2024,Political
730,Arabic,مشاهد جديدة تظهر استمرار الغارات الإسرائيلية على مخيم جباليا شمال قطاع غزة وسط نزوح عدد كبير من الفلسطينيين,Al-Arabiya Arabic,12/05/2024,Security and defense
731,Arabic,اشتباكات قوية بين الجيش الإسرائيلي والفصائل الفلسطينية في مخيم جباليا شمال قطاع غزة,Al-Arabiya Arabic,22/05/2024,Security and defense
732,Arabic,فيصل بن فرحان: يجب وقف النار فوراً بغزة ولا سلام بلا حل الدولتين,Al-Arabiya Arabic,14/05/2024,Political
733,Arabic,خامنئي: المنطقة كانت بحاجة لهجوم 7 أكتوبر,Al-Arabiya Arabic,03/06/2024,Other
734,Arabic,رسالة يحيى السنوار حول هدنة غزة.. حملت شرطين,Al-Arabiya Arabic,07/06/2024,Political
735,Arabic,إسرائيل تستعيد 4 أسرى من وسط غزة.. بصحة جيدة,Al-Arabiya Arabic,08/06/2024,Health and safety
736,Arabic,خالد مشعل: غزة تدمرت وهذا ثمن المقاومة,Al-Arabiya Arabic,26/06/2024,Morality
737,Arabic,"""نهاية حرب غزة بشكلها الحالي خلال 10 أيام"".. مسؤول إسرائيلي يوضح",Al-Arabiya Arabic,01/07/2024,Political
738,Arabic,الأمم المتحدة: 9 من كل 10 أشخاص أجبروا على النزوح في غزة,Al-Arabiya Arabic,04/07/2024,Quality of life
739,Arabic,بعد 9 أشهر من الحرب الإسرائيلية على غزة حصيلة الضحايا تتجاوز 38 ألف فلسطيني وأكثر من 10 آلاف مفقود تحت الركام,Al-Arabiya Arabic,07/07/2024,Health and safety
740,Arabic,غزة تحت القصف الإسرائيلي وسط تلاشي آمال التوصل لهدنة بالقطاع,Al-Arabiya Arabic,16/07/2024,Security and defense
741,Arabic,الجيش الإسرائيلي يعثر على عشرات الأنفاق في محور صلاح الدين بغزة,Al-Arabiya Arabic,04/08/2024,Security and defense
742,Arabic,نتنياهو يؤكد: لم أتحدث مع ترامب أمس حول غزة,Al-Arabiya Arabic,15/08/2024,Political
743,Arabic,نتنياهو: إسرائيل مستعدة لأي تهديد وفي أي ساحة,Al-Arabiya Arabic,18/08/2024,Security and defense
744,Arabic,إسرائيل تستعيد جثث 6 أسرى من غزة.. والمعارضة تنتقد,Al-Arabiya Arabic,20/08/2024,Political
745,Arabic,المرض والحرب يلاحقان أطفال غزة وسط ظروف معيشية وصحية صعبة,Al-Arabiya Arabic,15/09/2024,Health and safety
746,Arabic,90 % من أطفال غزة تلقوا جرعة أولى من لقاح شلل الأطفال,Al-Arabiya Arabic,16/09/2024,Health and safety
746,Arabic,حماس: لسنا مستعجلين بالتوصل لاتفاق وقف النار في غزة,Al-Arabiya Arabic,17/09/2024,Political
748,Arabic,مجلس التعاون الخليجي: يجب وقف النار في غزة بشكل فوري,Al-Arabiya Arabic,02/10/2024,External regulation and reputation
749,Arabic,إسرائيل تواصل حصارها على مخيم جباليا لليوم السابع,Al-Arabiya Arabic,12/10/2024,Security and defense
750,Arabic,"مع استمرار القصف الإسرائيلي لليوم الـ 12 على التوالي.. شمال غزة يعاني من ""حصار وتجويع"" ومطالبات بفتح ""ممر آمن"" لإنقاذ المنظومة الصحية.. مئات القتلى والجرحى ",Al-Arabiya Arabic,16/10/2024,Quality of life
751,Arabic,بعد اغتيال يحيى السنوار.. الجيش الإسرائيلي يحدد المطلوب التالي,Al-Arabiya Arabic,18/10/2024,Security and defense
752,Arabic,جباليا تحت النار.. قصف يتجدد كل دقيقة وشهادات تدمي القلوب,Al-Arabiya Arabic,21/10/2024,Quality of life
753,Arabic,مشاهد توثق نزوحا جماعيا لسكان في شمال القطاع.. تحت قصف الطائرات وأصوات الانفجارات ,Al-Arabiya Arabic,22/10/2024,Quality of life
754,Arabic,إسرائيل تجدد غاراتها على منازل فلسطينيين شمال غزة.. وأميركا تحذر إسرائيل وتطالبها بتحسين الأوضاع هناك خلال 30 يوما,Al-Arabiya Arabic,30/10/2024,Security and defense
755,Arabic,مراسل العربية أسامة الكحلوت: الجيش الإسرائيلي يقصف مربعات سكنية مأهولة في جباليا.. و33 قتيلا تحت ركام منزل واحد في المخيم,Al-Arabiya Arabic,10/11/2024,Health and safety
756,Arabic,الجيش الإسرائيلي يفجر مبان كاملة في جباليا شمال قطاع غزة,Al-Arabiya Arabic,14/11/2024,Security and defense
757,Arabic,ترمب: سيكون هناك جحيم في الشرق الأوسط إن لم يطلق سراح الرهائن بغزة قبل تسلم منصبي الشهر المقبل,Al-Arabiya Arabic,02/12/2024,Security and defense
758,Arabic,مقتل 22 فلسطينيا بينهم صحافي في قصف إسرائيلي على قطاع غزة,Al-Arabiya Arabic,14/12/2024,Health and safety
759,Arabic,الإمارات ترسل مساعدات إضافية إلى قطاع غزة,Al-Arabiya Arabic,21/12/2024,External regulation and reputation
760,Arabic,بعد تجمّد 3 رضّع بالخيام.. اليونيسيف تحذر: أطفال غزة يموتون من البرد,Al-Arabiya Arabic,27/12/2024,Health and safety
761,Arabic,صفقة غزة.. نتنياهو يواصل التشاور مع وفده وحماس تطلب مهلة ساعات للرد,Al-Arabiya Arabic,15/01/2025,Political
762,Arabic,46 ألف قتيل ومنطقة عازلة.. أهل غزة دفعوا الفاتورة الأغلى,Al-Arabiya Arabic,16/01/2025,Quality of life
763,Arabic,هل احتجزت حماس الأسيرات في منطقة تسيطر عليها إسرائيل منذ عام؟,Al-Arabiya Arabic,19/01/2025,Security and defense
764,Arabic,"مع وقف النار.. آلاف من عناصر ""شرطة"" حماس ينتشرون في غزة",Al-Arabiya Arabic,21/01/2025,Security and defense
765,Arabic,قطرة في محيط.. شاحنات المساعدات لا تكفي أهل غزة,Al-Arabiya Arabic,04/02/2025,Capacity and resources
766,Arabic,"ترامب يهدد حماس بفتح ""أبواب الجحيم"".. ويمنحهم مهلة أخيرة",Al-Arabiya Arabic,11/02/2025,Security and defense
767,Arabic,بعد انتهاء مهلة ترامب.. شروط إسرائيلية جديدة بشأن اتفاق غزة,Al-Arabiya Arabic,15/02/2025,Political
768,Arabic,اقتراح إسرائيلي بإسقاط ديون مصر مقابل حكم غزة.. خبير يعلّق: فخ لن نقع فيه,Al-Arabiya Arabic,26/02/2025,Economic 
769,Arabic,ترحيل مليون و800 ألف من غزة.. تفاصيل مستجدة حول خطة ترامب,Al-Arabiya Arabic,10/03/2025,Quality of life
770,Arabic,ترامب متراجعاً عن خطته: لا أحد يجبر سكان غزة على المغادرة,Al-Arabiya Arabic,12/03/2025,Political
771,Arabic,"الطرق والأرصفة باتت ملجأ لعائلات غزة النازحة بسبب القصف الإسرائيلي",Al-Arabiya Arabic,23/03/2025,Quality of life
772,Arabic,بعد صلاة العيد.. تظاهرات حاشدة بمصر لرفض تهجير الفلسطينيين,Al-Arabiya Arabic,31/03/2025,Public opinion
773,Arabic,ماكرون يتوجه إلى سيناء تأكيداً على أهمية وقف النار في غزة,Al-Arabiya Arabic,04/04/2025,External regulation and reputation
774,Arabic,ضحية جراء غارة إسرائيلية على خيمة في منطقة المواصي غربي مدينة خان يونس جنوبي قطاع غزة,Al-Arabiya Arabic,09/04/2025,Health and safety
775,Arabic,"كاتس يهدد حماس.. ""وافقوا على المقترح أو سنتوسع في غزة""",Al-Arabiya Arabic,16/04/2025,Security and defense
776,Arabic,"من بين 60 ألفا.. صورة طفل فلسطيني مصاب تفوز بجائزة ""صورة العام""",Al-Arabiya Arabic,17/04/2025,other
777,Arabic,أم تودع طفلها الذي ارتقى بقصف الاحتلال لمدرسة أبو هميسة التي تؤوي نازحين بمخيم البريج وسط قطاع غزة,Al-Arabiya Arabic,06/05/2025,Quality of life
778,Arabic,حماس: نحث إدارة ترامب على مواصلة جهودها لإنهاء الحرب,Al-Arabiya Arabic,12/05/2025,Political
779,Arabic,خريطة مسربة.. خطة إسرائيلية لتقسيم غزة 3 أجزاء,Al-Arabiya Arabic,19/05/2025,Political
780,Arabic,السماح لفلسطين برفع علمها في منظمة الصحة العالمية لأول مرة بعد تصويت,Al-Arabiya Arabic,26/05/2025,External regulation and reputation
781,Arabic,فجر جدلاً بإسرائيل وغزة وتبرأت منه عائلته.. من هو ياسر أبو شباب؟,Al-Arabiya Arabic,06/06/2025,Political
782,Arabic,ماكرون يعلن تأجيل المؤتمر الأممي بشأن الدولة الفلسطينية,Al-Arabiya Arabic,14/06/2025,External regulation and reputation
783,Arabic,اللجنة الدولية للصليب الأحمر تعلن مقتل متعاون خامس معها في غزة,Al-Arabiya Arabic,24/06/2025,Health and safety
784,Arabic,الأمم المتحدة: مقتل 598 فلسطينيا في غزة أثناء محاولتهم الحصول على مساعدات,Al-Arabiya Arabic,26/06/2025,Health and safety
785,Arabic,ترامب سيعلنه شخصياً.. التفاصيل الكاملة لاتفاق غزة الجديد,Al-Arabiya Arabic,05/07/2025,Political
786,Arabic,الجيش الإسرائيلي ينشئ ممراً جديداً يقسم خان يونس في غزة,Al-Arabiya Arabic,16/07/2025,Security and defense
787,Arabic,ثلاثة قتلى في ضربة إسرائيلية استهدفت كنيسة في غزة,Al-Arabiya Arabic,17/07/2025,Health and safety
788,Arabic,رئيس الوزراء البريطاني: كارثة غزة الإنسانية لا توصف,Al-Arabiya Arabic,24/07/2025,Quality of life
789,Arabic,سفير أميركا بإسرائيل يحذف فجأة تغريدة حول حب الغزيين لترامب,Al-Arabiya Arabic,02/08/2025,other
790,Arabic,الكويت تدشن أولى رحلات جسرها الجوي الإغاثي إلى غزة,Al-Arabiya Arabic,09/08/2025,Capacity and resources
791,Arabic,سلسلة غارات على غزة.. ومتفجرات سائلة شمال القطاع,Al-Arabiya Arabic,16/08/2025,Security and defense
792,Arabic,إسرائيل: بدأنا الهجوم على مدينة غزة وسنعمق ضرباتنا,Al-Arabiya Arabic,29/08/2025,Security and defense
793,Arabic,صحة غزة: ارتفاع وفيات التجويع إلى 348 بينهم 127 طفلاً,Al-Arabiya Arabic,01/09/2025,Health and safety
794,Arabic,الجيش الإسرائيلي ينسف برجا سكنيا بغزة وينشر صورا لأبراج أخرى مهددة بالهدم,Al-Arabiya Arabic,05/09/2025,Security and defense
795,Arabic,غارات إسرائيلية تقتل 54 شخصاً في غزة خلال 24 ساعة,Al-Arabiya Arabic,14/09/2025,Health and safety
796,Arabic,الأقمار الصناعية تكشف دمار غزة.. ومأساة النزوح تتواصل,Al-Arabiya Arabic,21/09/2025,Quality of life
797,Arabic,"إسرائيل تعترض ""أسطول الصمود"" المتجه لغزة",Al-Arabiya Arabic,01/10/2025,Security and defense
798,Arabic,57 قتيلاً في غزة بضربات إسرائيلية بعد مطالبة ترامب بوقف القصف,Al-Arabiya Arabic,04/10/2025,Health and safety
799,Arabic,نتنياهو يتوعد بعدم تنفيذ أي بند من خطة غزة.. قبل إطلاق الأسرى,Al-Arabiya Arabic,05/10/2025,Policy prescription and evaluation
800,Arabic,يونيسف: رضّع غزة يتشاركون أقنعة الأكسجين والأسرّة,Al-Arabiya Arabic,07/10/2025,Quality of life
